Pressure (dB),Frequency (kHz),Angle (degrees),Length (m),Velocity (m/s),Displacement (m)
127.847,0.08530012181415923,1.0100069508689382,-1.2036146268832186,-0.7279524066871728,0.12849678393337133
124.121,-0.7845024560603904,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
121.315,-0.7117553313654281,0.9416177298093548,-0.38299932256465435,-0.7279524066871728,2.2095619652909075
126.743,-0.5156543865355296,1.471634193021128,-0.9300761921103639,-0.7279524066871728,1.268829031215018
122.232,0.35414819133902004,-0.8194047124749243,0.9846928512996195,0.2891087162027761,-0.6118171810284146
137.233,-0.5947273481604887,-0.01583136502481641,-0.38299932256465435,0.2891087162027761,-0.45622103912136514
130.332,-0.5947273481604887,0.4628931823922691,-1.2036146268832186,0.2891087162027761,-0.5225046287871061
133.235,-0.8319462330353659,0.5312824034518528,0.16407754698105528,0.2891087162027761,0.7137460733761672
116.792,0.35414819133902004,-0.6484316598259652,1.805308155618184,-0.7279524066871728,-0.47542044952606966
121.617,-0.7528732714104068,-1.1613508177728427,0.16407754698105528,-1.2332846627142544,-0.6897556040210399
134.111,-0.5156543865355296,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
135.674,-0.8113872630128764,0.9416177298093548,-0.38299932256465435,0.2891087162027761,1.9098822914040705
134.87,-0.12028957841073432,-1.1613508177728427,-0.9300761921103639,-1.2332846627142544,-0.7857104381512013
131.279,-0.7528732714104068,0.5312824034518528,0.16407754698105528,1.299773228256939,0.5981933039046774
114.729,-0.12028957841073432,0.5312824034518528,0.16407754698105528,-1.2332846627142544,1.0457029735350172
129.144,-0.12028957841073432,-0.3406801650578388,-1.2036146268832186,0.2891087162027761,-0.781140276340414
138.123,-0.7845024560603904,0.3603093508028937,-0.38299932256465435,1.299773228256939,-0.07484525031505936
114.249,1.0816194382886433,-0.47745860717700606,0.9846928512996195,-0.7279524066871728,-0.49184350946131933
121.165,-0.5156543865355296,0.9416177298093548,-0.38299932256465435,-0.7279524066871728,2.2095619652909075
119.632,0.6704400378388563,-0.9048912387994039,1.805308155618184,1.299773228256939,-0.5944479612135773
132.918,-0.27843550166065245,-1.1613508177728427,-0.9300761921103639,-0.7279524066871728,-0.7872331267802025
116.225,0.08530012181415923,2.206818319411652,-0.9300761921103639,1.299773228256939,1.7074010829954542
120.573,-0.7528732714104068,-1.1613508177728427,0.16407754698105528,0.2891087162027761,-0.7172548726099763
128.536,0.08530012181415923,0.4628931823922691,-1.2036146268832186,-1.2332846627142544,-0.5011434227081535
125.194,-0.5947273481604887,0.08675246656455901,0.9846928512996195,0.2891087162027761,-0.010335710423545487
112.506,-0.8477608253603577,1.8135802983190459,-1.2036146268832186,1.299773228256939,0.35895108941492615
133.402,-0.4049522402605869,-0.5971397440312775,-0.38299932256465435,-1.2332846627142544,-0.6582942909363295
124.353,-0.12028957841073432,0.06965516129966315,0.16407754698105528,1.299773228256939,-0.2835700659670625
117.624,3.042628886587628,-1.1613508177728427,0.9846928512996195,1.299773228256939,-0.6860577956308788
120.209,-0.12028957841073432,-0.47745860717700606,0.9846928512996195,-1.2332846627142544,-0.4654446008589287
129.567,-0.27843550166065245,1.0100069508689382,-1.2036146268832186,-0.7279524066871728,0.12849678393337133
110.905,0.35414819133902004,0.9416177298093548,-0.38299932256465435,-0.7279524066871728,2.2095619652909075
122.782,-0.4049522402605869,-0.6484316598259652,1.805308155618184,-0.7279524066871728,-0.47542044952606966
118.291,0.08530012181415923,-0.23809633346846323,0.16407754698105528,-1.2332846627142544,-0.4531639845737097
130.217,-0.6579857174604559,1.0100069508689382,-1.2036146268832186,-0.7279524066871728,0.12849678393337133
117.093,3.042628886587628,-1.1613508177728427,0.16407754698105528,0.2891087162027761,-0.7172548726099763
120.856,0.08530012181415923,2.63425095103405,-1.2036146268832186,-0.7279524066871728,0.8678713259134465
136.678,-0.4049522402605869,-0.01583136502481641,-0.38299932256465435,1.299773228256939,-0.4884847915976245
123.311,0.08530012181415923,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
127.054,0.08530012181415923,-0.6997235756206529,0.16407754698105528,1.299773228256939,-0.6639712502138562
127.625,-0.12028957841073432,1.471634193021128,-0.9300761921103639,1.299773228256939,1.1316657904431333
131.31,-0.12028957841073432,-1.1613508177728427,-0.9300761921103639,1.299773228256939,-0.7910764521645027
124.748,-0.4049522402605869,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
125.398,1.0816194382886433,1.0100069508689382,-1.2036146268832186,1.299773228256939,0.06528222552262233
129.395,-0.5156543865355296,-0.47745860717700606,1.805308155618184,1.299773228256939,-0.4738994076943273
136.191,-0.5156543865355296,0.7535473718954995,-0.9300761921103639,1.299773228256939,0.2068469062406904
126.758,-0.7528732714104068,-0.47745860717700606,0.9846928512996195,1.299773228256939,-0.5466354484376368
130.715,-0.7528732714104068,-0.47745860717700606,1.805308155618184,1.299773228256939,-0.4738994076943273
134.568,-0.27843550166065245,-0.01583136502481641,-0.38299932256465435,1.299773228256939,-0.4884847915976245
118.385,-0.12028957841073432,2.206818319411652,-0.9300761921103639,1.299773228256939,1.7074010829954542
109.222,3.042628886587628,-0.9048912387994039,1.805308155618184,1.299773228256939,-0.5944479612135773
116.02,-0.8113872630128764,0.9929096456040424,0.16407754698105528,-0.7279524066871728,3.5258395287886173
126.066,2.2518992703380376,-0.3406801650578388,-1.2036146268832186,-0.7279524066871728,-0.778575988445237
135.956,-0.12028957841073432,0.4628931823922691,-1.2036146268832186,1.299773228256939,-0.531626388512309
132.769,-0.5156543865355296,-0.5971397440312775,-0.38299932256465435,0.2891087162027761,-0.6810013795022275
128.257,-0.5156543865355296,-0.8194047124749243,0.9846928512996195,-0.7279524066871728,-0.587078543480554
124.439,-0.4049522402605869,-0.6484316598259652,1.805308155618184,0.2891087162027761,-0.5077942380009837
120.061,0.6704400378388563,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
113.297,4.149650349337055,-1.1613508177728427,0.16407754698105528,1.299773228256939,-0.7268272559487172
117.604,-0.4049522402605869,2.206818319411652,-0.9300761921103639,-0.7279524066871728,1.8844841864084907
128.56,-0.5156543865355296,-1.1613508177728427,-0.9300761921103639,1.299773228256939,-0.7910764521645027
111.959,0.6704400378388563,0.08675246656455901,0.9846928512996195,-0.7279524066871728,0.07780537013140663
128.952,-0.7117553313654281,-0.5971397440312775,-0.38299932256465435,-1.2332846627142544,-0.6582942909363295
129.88,-0.7528732714104068,-0.25519363873335926,0.9846928512996195,1.299773228256939,-0.45769567121217825
125.01,-0.8477608253603577,0.7535473718954995,-0.9300761921103639,-0.7279524066871728,0.2798898501094991
127.101,-0.8319462330353659,0.7535473718954995,-0.9300761921103639,1.299773228256939,0.2068469062406904
129.148,-0.5156543865355296,-1.1613508177728427,-0.9300761921103639,-0.7279524066871728,-0.7872331267802025
122.17,-0.12028957841073432,0.7535473718954995,-0.9300761921103639,-0.7279524066871728,0.2798898501094991
128.705,-0.7117553313654281,-1.1613508177728427,0.9846928512996195,-0.7279524066871728,-0.6567403131594117
129.116,3.042628886587628,-1.1613508177728427,-1.2036146268832186,-0.7279524066871728,-0.8144320794326749
123.304,-0.7117553313654281,0.9929096456040424,0.16407754698105528,1.299773228256939,2.770154208504573
128.867,-0.7117553313654281,1.0100069508689382,-1.2036146268832186,-0.7279524066871728,0.12849678393337133
126.116,0.08530012181415923,-0.8194047124749243,0.9846928512996195,1.299773228256939,-0.6271578460381233
125.472,-0.7845024560603904,-0.6484316598259652,1.805308155618184,-0.7279524066871728,-0.47542044952606966
128.939,-0.7528732714104068,-0.47745860717700606,0.9846928512996195,-1.2332846627142544,-0.4654446008589287
119.505,-0.27843550166065245,0.5312824034518528,0.16407754698105528,0.2891087162027761,0.7137460733761672
110.905,2.2518992703380376,-0.47745860717700606,1.805308155618184,1.299773228256939,-0.4738994076943273
130.503,0.08530012181415923,-1.1613508177728427,-1.2036146268832186,0.2891087162027761,-0.8156427748355589
124.931,-0.12028957841073432,1.8135802983190459,-1.2036146268832186,0.2891087162027761,0.39387816218515176
134.938,-0.12028957841073432,-1.1613508177728427,-0.9300761921103639,-0.7279524066871728,-0.7872331267802025
118.091,1.619315577338365,-0.5971397440312775,-0.38299932256465435,-0.7279524066871728,-0.6630078738174722
133.598,0.35414819133902004,-0.4432639966472142,-0.9300761921103639,1.299773228256939,-0.739621373560991
127.634,-0.5156543865355296,-0.6484316598259652,1.805308155618184,1.299773228256939,-0.5278290237424129
124.024,-0.12028957841073432,-0.6484316598259652,1.805308155618184,1.299773228256939,-0.5278290237424129
119.19,-0.12028957841073432,0.3603093508028937,-0.38299932256465435,-0.7279524066871728,0.0861516380565676
108.185,1.0816194382886433,1.471634193021128,-0.9300761921103639,-1.2332846627142544,1.3231733407546318
133.707,-0.12028957841073432,-1.1613508177728427,-1.2036146268832186,1.299773228256939,-0.8165116849528259
120.553,1.619315577338365,-1.1613508177728427,0.16407754698105528,-0.7279524066871728,-0.7018206395742009
130.477,4.149650349337055,-1.1613508177728427,-1.2036146268832186,1.299773228256939,-0.8165116849528259
127.763,-0.12028957841073432,-1.1613508177728427,0.16407754698105528,0.2891087162027761,-0.7172548726099763
136.583,-0.8113872630128764,0.3603093508028937,-0.38299932256465435,1.299773228256939,-0.07484525031505936
114.554,-0.4049522402605869,1.5058288035509197,-0.38299932256465435,-0.7279524066871728,3.109454327349147
129.006,-0.7117553313654281,0.4628931823922691,-1.2036146268832186,-1.2332846627142544,-0.5011434227081535
119.294,-0.8113872630128764,0.4628931823922691,-1.2036146268832186,-0.7279524066871728,-0.5097935995819797
131.264,-0.5156543865355296,-0.47745860717700606,0.9846928512996195,0.2891087162027761,-0.5256634853471222
127.686,-0.27843550166065245,0.2748228244784141,-0.9300761921103639,-1.2332846627142544,-0.41176799275332787
127.329,-0.5156543865355296,-0.6484316598259652,1.805308155618184,0.2891087162027761,-0.5077942380009837
125.465,1.619315577338365,-1.1613508177728427,-0.38299932256465435,1.299773228256939,-0.7558767595935288
131.568,-0.8319462330353659,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
117.976,1.0816194382886433,-1.1613508177728427,1.805308155618184,0.2891087162027761,-0.6346058609130429
121.664,-0.7528732714104068,0.9929096456040424,0.16407754698105528,1.299773228256939,2.770154208504573
135.468,0.6704400378388563,-0.3406801650578388,-1.2036146268832186,1.299773228256939,-0.7829805722770965
124.336,-0.6579857174604559,-1.1613508177728427,-0.9300761921103639,0.2891087162027761,-0.7894706751283542
115.91,-0.7845024560603904,0.9929096456040424,0.16407754698105528,-0.7279524066871728,3.5258395287886173
125.963,-0.7528732714104068,1.471634193021128,-0.9300761921103639,-0.7279524066871728,1.268829031215018
106.582,4.149650349337055,-0.9048912387994039,1.805308155618184,1.299773228256939,-0.5944479612135773
128.643,-0.27843550166065245,0.06965516129966315,0.16407754698105528,1.299773228256939,-0.2835700659670625
133.097,-0.6579857174604559,-0.23809633346846323,0.16407754698105528,0.2891087162027761,-0.5221692809816826
127.834,0.08530012181415923,-1.1613508177728427,0.9846928512996195,1.299773228256939,-0.6860577956308788
134.152,-0.12028957841073432,0.4628931823922691,-1.2036146268832186,0.2891087162027761,-0.5225046287871061
113.298,0.35414819133902004,1.5058288035509197,-0.38299932256465435,1.299773228256939,2.42657241678718
131.8,-0.7117553313654281,-0.25519363873335926,0.9846928512996195,1.299773228256939,-0.45769567121217825
127.696,-0.7117553313654281,-1.1613508177728427,1.805308155618184,0.2891087162027761,-0.6346058609130429
117.514,-0.7528732714104068,1.8135802983190459,-1.2036146268832186,-0.7279524066871728,0.4425335357399022
125.539,-0.6579857174604559,0.5312824034518528,0.16407754698105528,-1.2332846627142544,1.0457029735350172
136.826,1.0816194382886433,-1.1613508177728427,-1.2036146268832186,-0.7279524066871728,-0.8144320794326749
133.774,-0.7528732714104068,0.9416177298093548,-0.38299932256465435,0.2891087162027761,1.9098822914040705
134.625,-0.6579857174604559,-0.01583136502481641,-0.38299932256465435,-0.7279524066871728,-0.41378906211637134
127.233,0.35414819133902004,-1.1613508177728427,0.16407754698105528,0.2891087162027761,-0.7172548726099763
127.581,-0.5947273481604887,-0.9048912387994039,1.805308155618184,-0.7279524066871728,-0.552995080033347
128.583,-0.5947273481604887,-1.1613508177728427,0.16407754698105528,0.2891087162027761,-0.7172548726099763
122.471,0.35414819133902004,0.7535473718954995,-0.9300761921103639,1.299773228256939,0.2068469062406904
133.611,-0.7117553313654281,0.7535473718954995,-0.9300761921103639,1.299773228256939,0.2068469062406904
108.721,4.149650349337055,-1.1613508177728427,1.805308155618184,1.299773228256939,-0.6471394851407466
120.716,-0.8113872630128764,2.63425095103405,-1.2036146268832186,-0.7279524066871728,0.8678713259134465
133.924,0.35414819133902004,-0.3406801650578388,-1.2036146268832186,0.2891087162027761,-0.781140276340414
115.137,1.0816194382886433,-0.8194047124749243,0.9846928512996195,-1.2332846627142544,-0.5677683485329863
131.036,-0.4049522402605869,0.4628931823922691,-1.2036146268832186,-1.2332846627142544,-0.5011434227081535
130.026,-0.27843550166065245,-1.1613508177728427,-1.2036146268832186,-0.7279524066871728,-0.8144320794326749
117.809,-0.27843550166065245,0.08675246656455901,0.9846928512996195,-0.7279524066871728,0.07780537013140663
116.108,0.6704400378388563,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
131.346,-0.5947273481604887,0.4628931823922691,-1.2036146268832186,-1.2332846627142544,-0.5011434227081535
113.076,2.2518992703380376,-1.1613508177728427,1.805308155618184,0.2891087162027761,-0.6346058609130429
113.045,0.35414819133902004,2.206818319411652,-0.9300761921103639,1.299773228256939,1.7074010829954542
127.947,-0.5156543865355296,-1.1613508177728427,-1.2036146268832186,-1.2332846627142544,-0.81360808196792
128.127,-0.12028957841073432,-1.1613508177728427,0.16407754698105528,1.299773228256939,-0.7268272559487172
130.588,-0.8477608253603577,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
125.22,3.042628886587628,-1.1613508177728427,-0.9300761921103639,1.299773228256939,-0.7910764521645027
122.371,0.6704400378388563,-0.5971397440312775,-0.38299932256465435,-0.7279524066871728,-0.6630078738174722
122.766,-0.8113872630128764,0.4628931823922691,-1.2036146268832186,-1.2332846627142544,-0.5011434227081535
122.724,0.35414819133902004,1.8135802983190459,-1.2036146268832186,-0.7279524066871728,0.4425335357399022
130.829,-0.5156543865355296,-0.6997235756206529,0.16407754698105528,-0.7279524066871728,-0.6258306771563914
121.306,-0.12028957841073432,2.63425095103405,-1.2036146268832186,-0.7279524066871728,0.8678713259134465
133.252,0.08530012181415923,0.4628931823922691,-1.2036146268832186,0.2891087162027761,-0.5225046287871061
132.134,-0.5947273481604887,-0.47745860717700606,0.9846928512996195,0.2891087162027761,-0.5256634853471222
126.218,-0.27843550166065245,-0.47745860717700606,0.9846928512996195,1.299773228256939,-0.5466354484376368
121.431,0.35414819133902004,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
119.135,0.6704400378388563,1.471634193021128,-0.9300761921103639,1.299773228256939,1.1316657904431333
129.848,-0.27843550166065245,-0.4432639966472142,-0.9300761921103639,1.299773228256939,-0.739621373560991
119.854,0.6704400378388563,1.8135802983190459,-1.2036146268832186,-0.7279524066871728,0.4425335357399022
109.718,1.0816194382886433,-0.6484316598259652,1.805308155618184,-1.2332846627142544,-0.4501398659712298
110.894,-0.27843550166065245,1.5058288035509197,-0.38299932256465435,-0.7279524066871728,3.109454327349147
125.966,-0.4049522402605869,-0.3406801650578388,-1.2036146268832186,-0.7279524066871728,-0.778575988445237
115.321,2.2518992703380376,-0.5971397440312775,-0.38299932256465435,-0.7279524066871728,-0.6630078738174722
130.435,-0.5947273481604887,-1.1613508177728427,0.9846928512996195,-0.7279524066871728,-0.6567403131594117
115.89,-0.8319462330353659,0.9929096456040424,0.16407754698105528,-0.7279524066871728,3.5258395287886173
128.907,-0.27843550166065245,-1.1613508177728427,0.16407754698105528,-1.2332846627142544,-0.6897556040210399
127.864,0.35414819133902004,0.4628931823922691,-1.2036146268832186,-0.7279524066871728,-0.5097935995819797
133.38,-0.5156543865355296,-0.25519363873335926,0.9846928512996195,1.299773228256939,-0.45769567121217825
121.238,2.2518992703380376,-0.4432639966472142,-0.9300761921103639,1.299773228256939,-0.739621373560991
123.761,-0.4049522402605869,-0.23809633346846323,0.16407754698105528,-1.2332846627142544,-0.4531639845737097
120.137,-0.8113872630128764,-0.8194047124749243,0.9846928512996195,-0.7279524066871728,-0.587078543480554
127.893,-0.5947273481604887,1.471634193021128,-0.9300761921103639,-0.7279524066871728,1.268829031215018
124.356,-0.27843550166065245,1.8135802983190459,-1.2036146268832186,-1.2332846627142544,0.47565661696755945
131.184,-0.4049522402605869,0.4628931823922691,-1.2036146268832186,-0.7279524066871728,-0.5097935995819797
118.667,-0.7528732714104068,0.9416177298093548,-0.38299932256465435,-1.2332846627142544,2.2880692818820183
118.816,0.6704400378388563,2.63425095103405,-1.2036146268832186,-0.7279524066871728,0.8678713259134465
131.642,-0.27843550166065245,-0.5971397440312775,-0.38299932256465435,-1.2332846627142544,-0.6582942909363295
134.515,-0.5947273481604887,-0.01583136502481641,-0.38299932256465435,-0.7279524066871728,-0.41378906211637134
120.497,-0.12028957841073432,-0.23809633346846323,0.16407754698105528,-0.7279524066871728,-0.4834388550878925
126.838,-0.5947273481604887,0.08675246656455901,0.9846928512996195,1.299773228256939,-0.06499440853074365
129.367,-0.7528732714104068,-0.23809633346846323,0.16407754698105528,0.2891087162027761,-0.5221692809816826
126.995,-0.7528732714104068,2.206818319411652,-0.9300761921103639,1.299773228256939,1.7074010829954542
139.438,-0.7845024560603904,0.08675246656455901,0.9846928512996195,1.299773228256939,-0.06499440853074365
125.63,-0.12028957841073432,1.471634193021128,-0.9300761921103639,0.2891087162027761,1.1889743350485444
131.013,-0.4049522402605869,-1.1613508177728427,0.16407754698105528,-0.7279524066871728,-0.7018206395742009
122.845,-0.8113872630128764,1.471634193021128,-0.9300761921103639,-1.2332846627142544,1.3231733407546318
119.229,0.35414819133902004,-1.1613508177728427,1.805308155618184,-0.7279524066871728,-0.6143525002627216
130.156,1.619315577338365,-1.1613508177728427,-0.9300761921103639,0.2891087162027761,-0.7894706751283542
112.355,0.6704400378388563,1.471634193021128,-0.9300761921103639,-1.2332846627142544,1.3231733407546318
129.864,-0.8113872630128764,2.206818319411652,-0.9300761921103639,-0.7279524066871728,1.8844841864084907
127.556,-0.6579857174604559,0.2748228244784141,-0.9300761921103639,1.299773228256939,-0.4501398659712298
124.45,1.619315577338365,-1.1613508177728427,-0.38299932256465435,0.2891087162027761,-0.7477093937342075
127.408,-0.5156543865355296,-0.3406801650578388,-1.2036146268832186,-1.2332846627142544,-0.7768308324774594
118.005,-0.8477608253603577,2.206818319411652,-0.9300761921103639,1.299773228256939,1.7074010829954542
113.129,1.619315577338365,-0.47745860717700606,0.9846928512996195,-0.7279524066871728,-0.49184350946131933
124.214,-0.5156543865355296,0.9416177298093548,-0.38299932256465435,0.2891087162027761,1.9098822914040705
125.992,-0.5947273481604887,-0.9048912387994039,1.805308155618184,1.299773228256939,-0.5944479612135773
123.807,0.35414819133902004,-1.1613508177728427,0.16407754698105528,-1.2332846627142544,-0.6897556040210399
117.253,1.0816194382886433,0.3603093508028937,-0.38299932256465435,1.299773228256939,-0.07484525031505936
134.476,-0.27843550166065245,0.2748228244784141,-0.9300761921103639,1.299773228256939,-0.4501398659712298
128.295,-0.7845024560603904,-0.01583136502481641,-0.38299932256465435,-0.7279524066871728,-0.41378906211637134
127.375,-0.4049522402605869,-0.01583136502481641,-0.38299932256465435,-0.7279524066871728,-0.41378906211637134
127.796,-0.4049522402605869,-0.8194047124749243,0.9846928512996195,1.299773228256939,-0.6271578460381233
129.889,-0.7117553313654281,0.5312824034518528,0.16407754698105528,1.299773228256939,0.5981933039046774
126.514,-0.4049522402605869,-0.6484316598259652,1.805308155618184,1.299773228256939,-0.5278290237424129
119.737,1.0816194382886433,-1.1613508177728427,0.16407754698105528,-1.2332846627142544,-0.6897556040210399
119.513,-0.7528732714104068,-1.1613508177728427,0.16407754698105528,-0.7279524066871728,-0.7018206395742009
112.541,1.0816194382886433,-0.25519363873335926,0.9846928512996195,-0.7279524066871728,-0.38665208892436564
116.146,-0.8477608253603577,1.8135802983190459,-1.2036146268832186,-1.2332846627142544,0.47565661696755945
125.802,-0.5156543865355296,-0.6484316598259652,1.805308155618184,-0.7279524066871728,-0.47542044952606966
135.164,1.0816194382886433,-0.3406801650578388,-1.2036146268832186,0.2891087162027761,-0.781140276340414
115.372,1.619315577338365,-0.9048912387994039,1.805308155618184,1.299773228256939,-0.5944479612135773
133.79,-0.7528732714104068,0.3603093508028937,-0.38299932256465435,-0.7279524066871728,0.0861516380565676
125.998,2.2518992703380376,-1.1613508177728427,-0.9300761921103639,-0.7279524066871728,-0.7872331267802025
134.236,0.35414819133902004,0.4628931823922691,-1.2036146268832186,1.299773228256939,-0.531626388512309
121.587,0.08530012181415923,-0.23809633346846323,0.16407754698105528,0.2891087162027761,-0.5221692809816826
120.657,-0.7117553313654281,2.63425095103405,-1.2036146268832186,1.299773228256939,0.7567125109460549
123.41,0.35414819133902004,-1.1613508177728427,0.9846928512996195,0.2891087162027761,-0.6748363694007363
128.427,-0.5156543865355296,-0.4432639966472142,-0.9300761921103639,-0.7279524066871728,-0.7322100373522896
119.287,-0.7117553313654281,0.9416177298093548,-0.38299932256465435,-1.2332846627142544,2.2880692818820183
124.644,-0.8319462330353659,1.5058288035509197,-0.38299932256465435,-0.7279524066871728,3.109454327349147
127.117,-0.5156543865355296,-0.23809633346846323,0.16407754698105528,-0.7279524066871728,-0.4834388550878925
126.356,-0.5156543865355296,1.8135802983190459,-1.2036146268832186,1.299773228256939,0.35895108941492615
119.621,-0.7528732714104068,1.8135802983190459,-1.2036146268832186,0.2891087162027761,0.39387816218515176
122.41,0.6704400378388563,-1.1613508177728427,0.9846928512996195,0.2891087162027761,-0.6748363694007363
134.226,-0.12028957841073432,0.2748228244784141,-0.9300761921103639,1.299773228256939,-0.4501398659712298
115.679,1.0816194382886433,-0.6484316598259652,1.805308155618184,0.2891087162027761,-0.5077942380009837
106.26,0.08530012181415923,0.9929096456040424,0.16407754698105528,-0.7279524066871728,3.5258395287886173
129.5,0.35414819133902004,-1.1613508177728427,-0.38299932256465435,0.2891087162027761,-0.7477093937342075
123.209,-0.6579857174604559,0.08675246656455901,0.9846928512996195,-1.2332846627142544,0.14660406833782388
116.417,1.0816194382886433,-0.8194047124749243,0.9846928512996195,-0.7279524066871728,-0.587078543480554
135.426,0.6704400378388563,-0.3406801650578388,-1.2036146268832186,-0.7279524066871728,-0.778575988445237
130.114,-0.27843550166065245,-0.6997235756206529,0.16407754698105528,1.299773228256939,-0.6639712502138562
114.569,0.6704400378388563,0.5312824034518528,0.16407754698105528,1.299773228256939,0.5981933039046774
137.068,-0.8113872630128764,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
115.144,-0.8113872630128764,1.8135802983190459,-1.2036146268832186,-0.7279524066871728,0.4425335357399022
133.355,-0.7117553313654281,-0.01583136502481641,-0.38299932256465435,-0.7279524066871728,-0.41378906211637134
127.928,-0.5947273481604887,0.9416177298093548,-0.38299932256465435,1.299773228256939,1.6820179488840454
131.955,-0.8477608253603577,0.5312824034518528,0.16407754698105528,0.2891087162027761,0.7137460733761672
133.012,-0.5947273481604887,-0.5971397440312775,-0.38299932256465435,-1.2332846627142544,-0.6582942909363295
128.916,-0.27843550166065245,-0.3406801650578388,-1.2036146268832186,-0.7279524066871728,-0.778575988445237
126.677,-0.7528732714104068,-0.8194047124749243,0.9846928512996195,-1.2332846627142544,-0.5677683485329863
129.869,-0.5947273481604887,-0.47745860717700606,0.9846928512996195,-1.2332846627142544,-0.4654446008589287
128.805,-0.5156543865355296,-1.1613508177728427,0.9846928512996195,-1.2332846627142544,-0.6426160324885719
133.241,-0.4049522402605869,-0.23809633346846323,0.16407754698105528,1.299773228256939,-0.5461893160893501
120.015,-0.7845024560603904,0.2748228244784141,-0.9300761921103639,-0.7279524066871728,-0.422657065354881
